0;F;1;1490000
0;G;0;1352960
0;G;1;1240396
0;A;0;1102200
0;A;1;984945
0;B;0;874750
1;C;0;768576
1;C;1;671795
1;D;0;581435
1;D;1;496748
1;E;0;417990
1;F;0;343724
1;F;1;273553
1;G;0;206340
